"","Br10_3_1","Br10_3_2","Br10_3_3","Br15_3_1","Br15_3_2","Br15_3_3","Br3_3_1","Br3_3_2","Br3_3_3","Br7_3_1","Br7_3_2","Br7_3_3","MG_3_1","MG_3_2","MG_3_3","QC1","QC2","QC3"
"Stachyose_HCOO","11760603"," 3328461"," 4143862"," 8840302"," 3550247"," 7627329"," 5956635"," 2697671"," 3164681"," 5996831"," 2441832"," 5047462"," 4939978"," 3333309"," 4287056","  629941","  540613","  533055"
"Soyacerebroside I","108217237","114246539","111615963"," 86545330"," 99814672"," 91081782"," 75422423"," 95938352","108198374","111092350","108302983","113513380","140812915","155151865","119598319"," 97556476","118032390","108597362"
"Soyacerebroside II","108217237","114246539","111615963"," 86545330"," 99814672"," 91081782"," 75422423"," 95938352","108198374","111092350","108302983","113513380","140812915","155151865","119598319"," 97556476","118032390","108597362"
"Demethylcarolignan E","N/F","21866","N/F","69049","N/F","N/F","66030","N/F","17306","51750","15660","33152","N/F","N/F","N/F","N/F","N/F","47615"
"DGMG(17:3)_CH3COO"," 869633"," 923675","2234237","2607151"," 764684","1703489","4768022","5268113","5869216","1699635","1917197","1701375","6093183","5932442","7455576","3732225","2852149","3537187"
"Liriopesides B","N/F","77568","47556","47105","N/F","88311","467677","236289","397076","161838","83236","111412","392024","358604","548433","140327","244506","301100"
"Ophiopogonin B",NA," 91556.32"," 52429.30",NA,NA," 88353.88","498663.17","236614.94","414727.43","138544.45"," 83460.46","110624.80","392171.70","359013.90","585231.91","547048.65","462264.20","448335.58"
"Polyphyllin C",NA," 91556.32"," 52429.30",NA,NA," 88353.88","498663.17","236614.94","414727.43","138544.45"," 83460.46","110624.80","392171.70","359013.90","585231.91","547048.65","462264.20","448335.58"
"Prosapogenin A",NA," 91556.32"," 52429.30",NA,NA," 88353.88","498663.17","236614.94","414727.43","138544.45"," 83460.46","110624.80","392171.70","359013.90","585231.91","547048.65","462264.20","448335.58"
"DGMG(17:2)_CH3COO","162649","87027","1623534","94003","618148","92140","N/F","N/F","N/F","168416","N/F","186777","42327","N/F","50842","135167","126326","N/F"
"Pinoresinol diglucoside_HCOO","1064683"," 598806","1090226","1359416"," 761542","1240951"," 905016"," 749946"," 448115"," 929168","1196778"," 797985"," 723066"," 498381"," 527218"," 881290"," 779808"," 817003"
"Secoisolariciresinol Diglucoside_HCOO","2659304","2904921","2899885","2167570","2136198","3086885","2934989","3434971","3585344","2708720","2003286","2870632","4857261","6846903","8012103","2664090","2430618","2650704"
"PG(15:0_18:2)","4340142","1376962","N/F","N/F","1686518","917997","871987","N/F","2176351","310806","2680789","667346","2258541","N/F","2199114","4158098","743375","N/F"
"PG(17:1_16:1)","4340142","1376962","N/F","N/F","1686518","917997","871987","N/F","2176351","310806","2680789","667346","2258541","N/F","2199114","4158098","743375","N/F"
"Kaempferol 3-O-??-D-(6''-p-coumaroyl)glucopyranosyl(1-2)-??-L-rhamnopyranoside","146253","93804","128021","33181","82155","N/F","319783","411755","417130","131124","67481","155766","87922","N/F","N/F","870861","963979","1067071"
"Helicianeoide B","102847639"," 82352502"," 97936711","143396586","103877055","130636650","149538812"," 87483252","123222221","110924836"," 65116504","103913407","136293838","123586073","127460650","195300253","174777200","196375968"
"(-)-Syringaresinol di-O-glucoside"," 38134"," 44876"," 99130"," 54666"," 38347"," 87432","164008","381040","246567"," 77182","341110"," 70081","128894","435746","203779","170813"," 34632"," 30029"
"Eleutheroside E"," 571747.6"," 690515.6"," 892008.7"," 567336.9"," 576318.1","1251411.3"," 362235.0","1236030.6"," 539949.0"," 418704.1"," 340427.6"," 553863.7"," 331711.5","1331539.3","1017518.9"," 108834.5"," 111733.5"," 104991.5"
"Liriodendrin"," 571747.6"," 690515.6"," 892008.7"," 567336.9"," 576318.1","1251411.3"," 362235.0","1236030.6"," 539949.0"," 418704.1"," 340427.6"," 553863.7"," 331711.5","1331539.3","1017518.9"," 108834.5"," 111733.5"," 104991.5"
"PE(18:1_18:1)","1984151","1765129","1753534","6111200","2203622","2344786","2867023","3833596","5528732","3666835","6142537","2937433","3806242","5001575","3562793","2266135","4689740","4169695"
"PG(16:0_18:1)","17174569","12864137","11378007","20436967","20744326","30383969"," 6679622"," 6822192"," 9339602","13906498","20621018","16180310"," 8788944"," 7173642","10606143","13847561","12838117"," 6785445"
"Perisesaccharide C","N/F","N/F","333948","N/F","N/F","N/F","44800","N/F","N/F","N/F","98991","N/F","N/F","N/F","N/F","25267","27490","N/F"
"Marsdenoside F","32167","38188","80328","N/F","65693","261092","N/F","N/F","N/F","33138","82822","61158","N/F","N/F","N/F","N/F","N/F","N/F"
"Quercetin 3-O-??-D-(6''-p-coumaroyl)glucopyranosyl(1-2)-??-L-rhamnopyranoside","36043","43990","31288","32189","20994","52378","63303","13820","44353","12378","120685","65945","N/F","10520","16928","22765440","22392074","22597697"
"Alcesefoliside","4053233","9280083","5063340","8035590","7859527","6070889","1845013","2644319","1914562","3160324","9317163","6283868"," 409905"," 615891"," 763812"," 793029"," 807035"," 761228"
"Camelliaside A","4053233","9280083","5063340","8035590","7859527","6070889","1845013","2644319","1914562","3160324","9317163","6283868"," 409905"," 615891"," 763812"," 793029"," 807035"," 761228"
"Kaempferol 3-sophoroside-7-rhamnoside","4053233","9280083","5063340","8035590","7859527","6070889","1845013","2644319","1914562","3160324","9317163","6283868"," 409905"," 615891"," 763812"," 793029"," 807035"," 761228"
"PG(17:1_18:3)"," 215316"," 144296"," 148877","1011140"," 378454"," 387430"," 242235"," 692486"," 284105"," 626425","  68931"," 359601","1997078","2520870","1003404"," 266565"," 234324"," 202416"
"(-)-Syringaresnol-4-O-beta-D-apiofuranosyl-(1->2)-beta-D-glucopyranoside_HCOO","14374507","18799719","19487132","13487170","10833520","18185220","15309368","22209569","14437245","14163422","11461299","15835208"," 8712199","15188647","14083908"," 9318425"," 8393054"," 8466482"
"(E)-Aldosecologanin","14374507","18799719","19487132","13487170","10833520","18185220","15309368","22209569","14437245","14163422","11461299","15835208"," 8712199","15188647","14083908"," 9318425"," 8393054"," 8466482"
"Ilexsaponin B1","1379812","1091659"," 952159","3012539","4006277","3507287","3709150","2406628","3317205","1905261","2040647","2070211","3086869","2430251","1458040","8118631","9179985","8960861"
"Scabioside C","1379812","1091659"," 952159","3012539","4006277","3507287","3709150","2406628","3317205","1905261","2040647","2070211","3086869","2430251","1458040","8118631","9179985","8960861"
"Ziyuglycoside I","1379812","1091659"," 952159","3012539","4006277","3507287","3709150","2406628","3317205","1905261","2040647","2070211","3086869","2430251","1458040","8118631","9179985","8960861"
"Carboxyatractyloside","23034","150095","53981","258595","198030","96993","108669","N/F","N/F","N/F","14952","N/F","N/F","N/F","N/F","13302625","13082020","14334077"
"Carboxyatractyloside Potassium Salt","23034","150095","53981","258595","198030","96993","108669","N/F","N/F","N/F","14952","N/F","N/F","N/F","N/F","13302625","13082020","14334077"
"Kaempferol 3-sophoroside-7-glucoside","52968543","61369186","40688297","83434010","90566099","84552332","13520533","18345620","16117659","27426369","54219254","36702583"," 3697104"," 4526158"," 5549460"," 7966140"," 7881070"," 8358799"
"Vaccarin_HCOO","52968543","61369186","40688297","83434010","90566099","84552332","13520533","18345620","16117659","27426369","54219254","36702583"," 3697104"," 4526158"," 5549460"," 7966140"," 7881070"," 8358799"
"Digoxin","79239","N/F","150849","302118","533731","492220","290873","125419","98780","145846","179147","253167","48514","27025","120558","490603","934569","990376"
"Polyphyllin VI_HCOO","2678775","1883198","3351633","274610","277976","799818","52685","264161","N/F","731696","628826","1508774","N/F","N/F","N/F","311300","N/F","169821"
"20(R)-Ginsenoside Rg2","1855633","1037694","2520502","63172","389415","460152","171599","64224","52690","1752317","1286276","1923928","N/F","N/F","N/F","227624","26332","125956"
"20(R)Ginsenoside Rg3","1855633","1037694","2520502","63172","389415","460152","171599","64224","52690","1752317","1286276","1923928","N/F","N/F","N/F","227624","26332","125956"
"Ginsenoside Rg2","1855633","1037694","2520502","63172","389415","460152","171599","64224","52690","1752317","1286276","1923928","N/F","N/F","N/F","227624","26332","125956"
"Ginsenoside Rg3","1855633","1037694","2520502","63172","389415","460152","171599","64224","52690","1752317","1286276","1923928","N/F","N/F","N/F","227624","26332","125956"
"MGDG(16:1_16:2)+CH3COO","1256386","855953","2803703","93824","282992","153603","N/F","N/F","N/F","787882","891078","831242","15150","N/F","N/F","61265","29550","22563"
"MGDG(14:0_18:3)+CH3COO","1256386","855953","2803703","93824","282992","153603","N/F","N/F","N/F","787882","891078","831242","15150","N/F","N/F","61265","29550","22563"
"Apigenin 7-O-(2G-rhamnosyl)gentiobioside_HCOO","56379","99929","110957","121748","127852","198940","14519","137596","132166","45180","100460","55220","N/F","31140","N/F","54374","75770","73547"
"Isorhamnetin 3-sophoroside-7-rhamnoside","56379","99929","110957","121748","127852","198940","14519","137596","132166","45180","100460","55220","N/F","31140","N/F","54374","75770","73547"
"Purpureaside C","1328434","3139099","1180141","3115484","3784048","5631289","73753","56259","19251","388973","644673","209049","N/F","N/F","N/F","364365","350286","421721"
"Eleutheroside E_HCOO","891430","521081","383434","963486","579412","570002","480529","308235","207884","557868","384665","294968","109320"," 55093"," 93485","781190","618819","749108"
"Rediocide A","3193220","2299338","2825614","N/F","N/F","200827","N/F","N/F","N/F","312965","446303","160629","67450","N/F","N/F","341088","N/F","N/F"
"Trigothysoid N","3193220","2299338","2825614","N/F","N/F","200827","N/F","N/F","N/F","312965","446303","160629","67450","N/F","N/F","341088","N/F","N/F"
"11-Oxomogroside IIe","256703","395561","102080","396279","341187","463123","N/F","29639","20477","N/F","N/F","153347","10764","N/F","N/F","69581","25766","22840"
"11-Oxomogroside IIa","256703","395561","102080","396279","341187","463123","N/F","29639","20477","N/F","N/F","153347","10764","N/F","N/F","69581","25766","22840"
"Ginsenoside Rf","16286390","18999493","13440061","17701359","19485826","18162558"," 2071771"," 3118571"," 2824607"," 9491939"," 9941658"," 8000929"," 1462200"," 1172483","  864473"," 6146308"," 5411771"," 4919753"
"Ginsenoside Rg1","16286390","18999493","13440061","17701359","19485826","18162558"," 2071771"," 3118571"," 2824607"," 9491939"," 9941658"," 8000929"," 1462200"," 1172483","  864473"," 6146308"," 5411771"," 4919753"
"Mogroside II A2","16286390","18999493","13440061","17701359","19485826","18162558"," 2071771"," 3118571"," 2824607"," 9491939"," 9941658"," 8000929"," 1462200"," 1172483","  864473"," 6146308"," 5411771"," 4919753"
"Pseudoginsenoside F11","16286390","18999493","13440061","17701359","19485826","18162558"," 2071771"," 3118571"," 2824607"," 9491939"," 9941658"," 8000929"," 1462200"," 1172483","  864473"," 6146308"," 5411771"," 4919753"
"PG(18:0_20:3)","1284595","1218312"," 996539"," 852277","1088878"," 938150","2031078","2831374","3923264","1717234","1370032","2176652","6192836","4402335","4083105","3392969","5073733","4345199"
"PG(19:1_19:1)","2810332","3388671","2256971","N/F","N/F","N/F","N/F","495156","1404811","2469633","3730197","2315139","3232021","3058157","2800318","N/F","646494","N/F"
"MGDG(16:0_17:1)+CH3COO","163715","2557803","2435261","347799","968342","965514","N/F","1061446","1359820","1282570","2062948","1470446","682804","1198937","2165760","1462314","1179286","2251823"
"PC(15:0/18:2)+CH3COO","26680936","17481969","27207177","39012466","42704706","63891003","72949879","90757075","81868008","48577265","29999457","51255728","93906188","96457182","98930771","69644597","89852658","90436077"
"PC(15:0/18:1)+CH3COO"," 4699432"," 3933279"," 4392344"," 6710482"," 8078631"," 9775989","11208753","12956246","11036114"," 8230079","10251885"," 6813887","12715944","15683990","15949704"," 7592876","16951331","18986489"
"MGDG(18:3_16:3)_CH3COO","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","353663","366788","N/F","N/F","N/F"
"PI(16:0_16:1)"," 578021","1280283"," 535632"," 689479"," 619883"," 669314"," 685298"," 922857","1104379","1099516","1196616"," 293165","1317051","2462631","1392546"," 418512","1194829","2013141"
"SQDG(16:0_18:2)","56222326","47597943","77984127","32457175","28303973","31132889","23473551","61491816","65983778","53973825","37246450","31471636","49177974","24397775","39083510","30763872","49644692","30276576"
"SQDG(16:0_18:1)","109043098"," 89327314"," 86891168","127710434","116655602","125527392","192903480","201945328","269707812","148637831","132120174","155518121","393675920","366962805","334045179","301190150","334348178","310159555"
"Vincristine Sulfate",NA,NA,NA,"664344.46","767150.17","952207.89"," 79055.26","269608.14",NA,NA,NA,NA,NA,NA," 58440.45","254817.63","111358.34"," 57551.26"
"Vincristine","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","22826","N/F","N/F","N/F","N/F","N/F","N/F","N/F","24511"
"Heterophyllin B_HCOO","50609","48745","67176","N/F","N/F","N/F","N/F","53842","N/F","N/F","N/F","N/F","N/F","39331","46897","43298","51540","109541"
"PS(18:2_21:1)","N/F","N/F","N/F","79680206","199769253","178982426","208071940","210005732","143378068","N/F","N/F","27804922","101610883","N/F","N/F","286377892","108027980","119593531"
"PC(17:0/18:2)+CH3COO","18748581","4349049","1534432","1152816","839274","2100597","717265","18876103","19654267","1818085","8224760","6527351","23670012","10541591","7787171","N/F","40997044","41791933"
"MGDG(18:3_18:3)+CH3COO","798252","40272","158354","530476","4026154","1326766","77773","N/F","N/F","4957467","N/F","3402354","N/F","N/F","N/F","959689","27046","94458"
"Roxithromycin"," 454978"," 322151"," 521604"," 529722"," 534963"," 550782","2439250","2484189","3522439"," 810902"," 809633","1099713","4710357","3529174","4018992","5417817","4816504","4822426"
"MGDG(18:2_18:3)+CH3COO","310640","30707","326005","63184","N/F","244886","N/F","N/F","N/F","166569","132571","31453","N/F","N/F","N/F","88589","N/F","N/F"
"Dehydroadynerigenin ?-neritrioside","N/F","N/F","N/F","N/F","N/F","34938","N/F","105302","6648478","N/F","N/F","N/F","1082003","10329086","14357706","388041","371354","375656"
"licorice saponin G2","N/F","N/F","N/F","N/F","N/F","34938","N/F","105302","6648478","N/F","N/F","N/F","1082003","10329086","14357706","388041","371354","375656"
"licorice-saponin G2   C","N/F","N/F","N/F","N/F","N/F","34938","N/F","105302","6648478","N/F","N/F","N/F","1082003","10329086","14357706","388041","371354","375656"
"uralsaponin N","N/F","N/F","N/F","N/F","N/F","34938","N/F","105302","6648478","N/F","N/F","N/F","1082003","10329086","14357706","388041","371354","375656"
"Picfeltarraenin IB_HCOO","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"Chikusetsu saponin 4a_HCOO","N/F","N/F","N/F","1020566","2834624","2108798","N/F","N/F","N/F","N/F","42278","N/F","N/F","N/F","N/F","N/F","N/F","N/F"
"Tenacissoside H_HCOO"," 379716.13"," 351180.50"," 229897.05"," 450774.76"," 369198.89","4848676.14","  63414.64"," 194158.87"," 175770.33"," 207006.21"," 196269.53"," 282399.21","  76852.64"," 166298.96"," 180251.03"," 120738.88"," 287781.43","  62917.19"
"SQDG(18:0_18:3)"," 1404254"," 1711656"," 1327351"," 7265104"," 9282121"," 8594534"," 6749562"," 2150786"," 2575887"," 6292123"," 4724360"," 3669366"," 3108043"," 4498690"," 2192389"," 2555265","13212246"," 5536585"
"Stevioside_HCOO","2023929","221352","186457","N/F","N/F","N/F","N/F","N/F","N/F","206485","N/F","138658","N/F","N/F","N/F","N/F","N/F","N/F"
"PI(16:0_20:2)","N/F","1039458","1309315","2045107","1687188","1585207","590955","5748643","N/F","N/F","4562347","7882139","2726386","5766830","3049546","2487271","2496972","3549027"
