,MG_1_1,MG_1_2,MG_1_3,Br3_1_1,Br3_1_2,Br3_1_3,Br7_1_1,Br7_1_2,Br7_1_3,Br10_1_1,Br10_1_2,Br10_1_3,Br15_1_1,Br15_1_2,Br15_1_3,QC1,QC2,QC3
"11,13-Dihydrotaraxinic acid glucosyl ester.2",401053,443912,736314,432566,657803,630700,418939,568689,862428,240866,327894,228261,225117,264214,187627,366719,412119,400400
Citronellyl beta-sophoroside.3,64732,70186,81125,78769,91566,149711,137052,109116,111142,141990,90247,104985,154876,192549,87944,50254,54462,57088
Octyl gallate.2,356528,140854,191845,19605,21596,38882,4538,6446,34303,20534,14701,15871,7974,0,4044,225978,254772,269298
Paeonovicinoside;(-)-Paeonovicinoside,4722,32017,16427,58626,67648,79836,708049,391387,58962,687166,306034,356029,2744297,1596951,967844,58968,63571,70168
UNPD50932,492317,500232,474268,475936,453826,466353,497551,522728,515362,516661,493879,559916,508784,484820,448747,420697,470431,491041
Isoleucyl-Isoleucine,168177,89627,60361,163517,181827,133508,434800,251725,159563,317640,589175,289628,747401,328792,322615,77775,83280,88107
2-Methyl-3-ketovaleric acid,36737,44519,53140,59693,49764,55727,51711,69767,49375,44941,52245,51872,116086,106424,80775,69963,78005,67020
CNP0427915.2,612001,545546,562622,527434,501030,546078,560093,566397,518775,590935,596273,561940,583841,539433,495345,443088,528757,562331
trimazosin.7,422823,290962,227372,358226,431641,243725,360146,562208,243407,396334,334095,233915,248809,356717,186528,193422,219286,240013
trimazosin.8,416893,290962,227372,328656,431641,243725,360146,638926,195954,396334,373545,233915,248809,356717,221895,193422,219286,240013
Zingerone glucoside.2,513467,508303,708931,624138,483251,435694,502087,524740,613252,486392,502756,508757,5427606,3588779,1061231,2035315,1834902,1942358
"1-Hydroxy-3,5-dimethoxy-2-prenylxanthone",266638,212067,161345,125825,155685,154534,114180,154534,155347,107666,133762,130197,111397,120750,88825,106722,119074,123588
"2,7-dimethyl-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}dec-4-enedioic acid.7",311314,219974,268846,175703,267826,193606,221542,273237,281556,164587,204372,191273,184009,177690,153385,161212,177781,185216
"3-({1-benzyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl}amino)benzoic acid.1",1205495,959313,716241,880029,841112,548705,969866,1161248,661097,859536,813011,589739,473825,895072,498104,150959,161182,188345
ethyl 2-{[4-(5-bromo-1-benzofuran-2-yl)-2-oxo-2H-chromen-6-yl]oxy}acetate.2,629501,585360,599454,520306,549405,554167,581444,617708,570939,618521,587500,620840,645890,562298,508338,486118,595129,621218
UNPD126654,1289482,694954,1362434,753818,1234307,1125463,280930,564888,854402,217196,101081,163822,988630,1344312,708387,958505,1120205,1150177
4-[5-iodo-3-(5-methylfuran-2-yl)-1-benzofuran-2-yl]butan-2-one,589051,498617,494316,573209,587832,585306,585743,606787,583654,549270,538460,585913,562733,553641,560205,484357,519365,563596
2-amino-5-bromo-4-quinolin-2-yl-1H-pyrimidin-6-one,918524,880176,942275,878325,970224,966087,999730,1121752,987530,1124925,1108485,1056363,1065323,1020810,914864,897451,905154,944972
PubChem_126056553,1071143,779079,710546,553815,596646,523015,739526,866771,838212,947322,1082343,1052623,810635,856251,767714,532521,520201,571516
MMV1110498,169026,146157,170274,125674,182580,167282,180652,200272,168441,146317,160617,164070,136288,158417,116272,149581,160100,182215
"2-(hydroxymethyl)-6-({2-[2,3,7-trihydroxy-7-(hydroxymethyl)-3-methyl-octahydro-1H-inden-5-yl]propan-2-yl}oxy)oxane-3,4,5-triol.3",80593,75287,76153,50691,58210,59851,88601,55810,60663,64888,56275,53648,85767,77657,55827,80165,95590,91266
Pharboside C;(-)-Pharboside C,76218,55465,47603,23366,32874,17615,23946,46237,46305,34436,50476,61389,79111,72711,39418,89351,86586,86942
UNPD46229.2,21934,17598,37592,47040,49988,62889,110574,110848,87346,137479,128259,116176,230601,234331,176362,56366,58366,57884
Kaempferol 3-sophoroside 7-rhamnoside,70785,45295,48608,15687,44717,31793,40314,40131,50637,22788,30193,32643,9789,10560,15787,92730,123023,116760
UNPD164795.2,236965,182997,285675,193664,313289,260852,191143,236717,252979,190218,249396,198036,190445,208829,145151,185392,182083,196378
Glucocaffeic acid.4,8138,23039,16694,30468,30299,27320,72385,88762,38088,124312,115221,100317,401430,478406,212499,57387,54626,50945
UNPD123486.7,4747,3657,4385,16559,16368,16413,203611,422554,275300,136851,153687,115087,801232,218075,386690,195294,205329,193695
4-chloro-N-{[4-hydroxy-5-(hydroxymethyl)-3-{methyl[2-(pyridin-2-yl)ethyl]amino}oxolan-2-yl]methyl}benzene-1-sulfonamide,730375,895946,655358,814484,907526,618055,841186,1027623,538447,845910,314738,794996,733480,754284,530289,274469,321442,336193
LysoPE(0:0/18:1(11Z)).1,1300808,1106950,1537935,665253,706124,944337,1166592,505000,872484,680788,346216,460973,670844,1011068,535337,550878,500323,597566
"N-[(5S,6R,9R)-5-methoxy-3,6,9-trimethyl-2-oxo-8-[1-oxo-2-(3-pyridinyl)ethyl]-11-oxa-3,8-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-methylbenzenesulfonamide.1",55543,211539,261025,1255134,1015430,1036067,3482382,3292282,1332225,4901450,3049267,2611717,8229826,7129742,5082292,978355,1028677,1134332
UNPD178959.1,990331,829839,763091,999020,1381842,866526,943726,1661729,715692,1484069,1578379,1175867,1188723,1114965,822355,529774,590923,651005
"Acetamide, N-(3-bromo-4-chlorophenyl)-2-(4-ethylphenoxy)-",319079,302234,324600,253494,281748,289292,254463,278383,292832,262860,233208,257916,262031,268636,266817,334338,328624,306207
UNPD123486.8,315663,1260081,532371,909283,1291459,902916,2915156,5333790,3554414,1870810,2141948,1416729,6878542,2389058,3715165,2054010,2294491,2435427
"[3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-yl]oxidanesulfonic acid",228808,220571,201183,183788,195086,203440,189106,208915,207829,205254,193591,188859,218610,205223,175531,194629,213967,204064
PubChem_101942180,326994,211550,354277,172485,196681,181661,46266,121231,173425,89240,140038,143115,199265,295920,156152,282072,364312,355356
UNPD217596.1,1479968,1691438,1381584,1658870,2137818,1185560,1325205,1791881,1185972,1307452,1486992,1249305,277894,312643,424889,689412,758542,745808
"1-(2,3-dinitrophenyl)sulfanyl-2,3-dinitrobenzene",345038,309710,307241,303767,336808,304520,310379,328596,291634,331190,350579,315905,328665,336662,291108,275479,316656,316696
PubChem_64639983,1098554,931150,944085,735018,749772,803983,812384,923964,1020380,1036060,949884,1121954,983888,949576,874229,741620,768029,783479
N2-Succinyl-L-glutamic acid 5-semialdehyde.3,324676,205670,266166,217132,259414,300655,542440,533203,384172,683020,552993,556342,1199837,1285493,823871,395429,390945,434641
Domesticoside.5,357723,297780,301752,306787,415131,327206,462528,537020,386046,537397,507097,446677,424016,419556,611151,314800,341957,373616
"5-(2,4-dimethoxyphenyl)-13-(3-fluorobenzoyl)-1,9,13-triazatricyclo[9.4.0.0?,?]pentadeca-3,5,7-triene-2,10-dione",9228614,10189838,10649314,79765216,75558272,60491120,67590352,57286924,54043024,23479796,16085030,23655338,105023600,88867040,135882816,46797296,46075388,49696884
UNPD156083,18422756,16134863,14286918,10087535,12213190,14449095,10025362,11910946,14378857,10535016,12056058,12774395,14953339,16726732,13091726,17320024,15921801,16610710
UNPD164866.2,40203,18971,29050,16943,23352,21451,49447,34609,24576,42541,22966,26555,100175,74572,42733,24319,28726,28296
"4-benzoyl-N-[(3,4,5-trimethoxyphenyl)methyl]benzamide.1",796040,366588,189957,4036539,2739650,2147101,3624421,3341452,3618594,3698851,1949026,2437448,354726,794647,1010687,1501549,1650849,1712007
"4-benzoyl-N-[(3,4,5-trimethoxyphenyl)methyl]benzamide.2",796040,361609,175140,4036539,2739650,2147101,3624421,3341452,3618594,3698851,1732788,2437448,354726,794647,920292,1501549,1650849,1712007
"N-{5-[2-(3,4-dimethoxyphenyl)ethyl]-1H-1,2,4-triazol-3-yl}-2-(2,5-dioxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-3-yl)acetamide",56638,38283,34384,32186,39321,32177,26244,35898,36095,22245,29183,23131,33013,24444,17951,40792,35027,35162
"6-(4-chlorobenzoyl)-5-hydroxy-4-(4-hydroxy-3-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-2-one.4",52285,87810,145943,282349,270588,234383,273624,316641,343998,205846,213293,189190,120954,151130,145608,109981,103629,104132
acibenzolar-S-methyl.1,284074,291554,290086,137264,167567,74613,110447,163280,92778,235766,174878,175919,244270,248184,186730,239224,223802,239416
UNPD170382.3,1059517,846522,755014,702602,830851,672220,622082,1309693,572677,702893,703439,640512,737966,1262832,322843,220957,252422,247699
2-(carboxymethoxy)-5-chlorobenzoic acid.6,409309,423239,408167,365789,385939,393010,387182,427410,350527,376529,408046,406735,386230,409085,374587,378472,404850,461896
Prenyl apiosyl-(1->6)-glucoside.3,114629,669198,675929,1388675,1418225,633741,1018872,1204682,822359,1075115,1127295,799235,295333,237848,367649,206637,221486,224549
"2-[2-(3-cyclopentyl-1-hydroxy-6-methoxy-8-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}naphthalen-2-yl)-2-oxoethyl]-4-[(methylamino)methyl]-2,3-dihydro-1H-isoindol-1-one.1",26561,39425,47890,94018,120632,100799,284222,276683,160665,234174,214915,203752,319837,327306,263641,138937,147160,156979
Quercetin 3-(6-[4-glucosyl-p-coumaryl]glucosyl)(1->2)-rhamnoside.5,689437,476379,455235,384463,485064,486459,996757,753423,689155,892217,766454,675765,1875150,1719342,1470275,748967,861688,856746
"4-{[amino(methylamino)methylidene]amino}-5-carboxylato-3-[2-(3-ethenyl-2-{[3-ethoxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-5-(methoxycarbonyl)-3,4-dihydro-2H-pyran-4-yl)ethenyl]-1-(2-hydroxyethyl)piperidin-1-ium-3-yl",1209589,1151839,823040,932063,1383136,859427,748779,1093522,686020,1082121,975746,728499,718118,843110,543408,1188688,1263346,1376019
Nepetaside,775741,551963,574023,687298,766534,719442,1152525,1253176,943378,1634085,1342291,1240276,2678774,2446864,2085757,1227113,1344440,1360512
"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside.3",775741,551963,574023,687298,766534,719442,1152525,1253176,943378,1634085,1342291,1240276,2678774,2446864,2085757,1227113,1344440,1360512
Citrusin E.5,456211,240164,412042,377917,697212,549847,685226,1203103,741184,700322,1134321,1121120,1405521,3168803,1402018,392685,396643,411506
UNPD79,11477,26368,18304,24865,29212,63805,84096,98000,32924,79081,62503,41541,94941,123621,57595,52725,54988,58525
2-Furoic acid.2,507865,615051,716390,669754,768705,692101,585274,606765,697457,564458,577811,571106,468445,471913,475246,339340,376021,405564
Withaperuvin H.2,86645,216527,228716,805070,839894,949767,2302394,2320422,1316217,2113572,1958637,1581233,3147014,2909095,2052863,858864,899413,1012720
Dicaffeoylquinic acid.2,0,2067,3486,126172,111572,151865,696863,415246,221611,543076,382312,471638,484278,385445,607325,143395,150574,143050
"N-(2-ethyl-1,3-dihydroxypropan-2-yl)-4,4-dimethylpentanamide",232904,336168,213251,200916,173545,195276,196938,252839,168386,317733,205456,247801,213529,219365,159574,83823,93560,92005
"N-(2-ethyl-1,3-dihydroxypropan-2-yl)-4,4-dimethylpentanamide.1",232904,336168,213251,200916,173545,195276,196938,252839,168386,317733,205456,247801,213529,219365,159574,83823,93560,92005
"5-(5-benzamido-1-methyl-1H-1,3-benzodiazol-2-yl)-4-methoxy-1-methyl-1H-pyrrole-3-carboxamide",59785,52421,51055,30155,45290,61276,30568,68720,32782,50135,45219,40083,44758,94844,31168,59955,74634,72755
"3-hydroxy-2-{4-methyl-2-[(3-oxo-1,2,3,4-tetrahydroquinoxaline-1-carbonyl)amino]pentanamido}propanoic acid",180578,158662,165526,244966,316119,375023,533394,629734,504671,769485,699018,586484,2136581,2032038,1211753,340939,348961,359638
Norophthalmic acid,1631212,1675887,1256600,1246574,715466,1099467,396106,469536,1105138,406102,622246,603375,1553551,1460659,839065,2134465,1902884,2150897
medronic acid.66,1129885,1206428,1083523,1149974,1233330,1131410,1212874,1290785,1291212,1221548,1232105,1248884,1137368,1141156,1222449,1373125,1183364,1223877
Butyl (S)-3-hydroxybutyrate glucoside.8,839948,671854,683174,747505,964640,749096,848070,1269404,688804,1052887,988069,827865,1067246,1219881,715081,716067,767568,814955
Citric acid.5,633236,726561,848107,964441,1005896,817432,731990,742801,919978,637540,676858,664002,460885,426244,450322,520934,529416,615757
Galactaric acid.2,38308340,20469292,13254818,14715170,23363334,17012978,22256742,39658780,20018054,31732752,36658124,25534382,25439730,25560366,15125870,23356706,24443132,22365032
UNPD146065.1,260038,207549,229121,167100,226232,225893,189587,276423,283028,181232,203004,190939,126080,116988,135488,132305,154924,166219
S-Furanopetasitin.6,58566,76462,57493,44380,43142,41740,29218,28858,40105,20496,20149,17643,22859,20261,10523,46681,47424,42818
trans-p-Sinapoyl beta-D-glucopyranoside.4,1180236,1150670,1170424,1000316,1048595,838968,1341382,1172099,1209852,980914,1025950,996972,614591,593681,846867,1195153,1310762,1337746
trans-p-Sinapoyl beta-D-glucopyranoside.5,1180236,1150670,1170424,1000316,1048595,838968,1341382,1172099,1209852,980914,1025950,996972,614591,593681,846867,1195153,1310762,1337746
4-hydroxybenzoic acid 4-(6-O-sulfo)glucopyranoside,381257,308540,248060,247620,305170,246028,246255,413197,216526,312091,316107,266976,267242,393187,181447,125559,118194,124064
"2-[4-(16-{[4-({3-[(4,5-dihydroxy-6-methyl-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-4,5-dihydroxyoxan-2-yl}oxy)-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-hydroxy-7,9,13-trimethyl-5-oxapentacyclo[10.8.0.0,?.0?,?.0,?]icosan-6-yl)-2-methylbutoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",1915877,1624629,1112136,249395,2716738,889129,12195,22543,1042529,555865,599913,243461,32187,719262,543306,395212,405728,364979
PubChem_154028380,489610,458433,460130,411549,410838,404104,433051,443666,432265,467635,425485,426323,444063,451743,369177,396008,472617,447530
UNPD39811.1,4123,0,11131,233750,201477,318933,1164937,597659,575574,748965,573800,564683,812396,898115,622454,92034,109839,108097
cis-3-Hexenyl b-primeveroside.8,133851,108632,100262,114243,128367,104343,121045,144381,108524,159610,125950,118663,319791,416295,192612,106075,115981,124570
4-hydroxy-3-methoxybenzoic acid ethyl ester.1,106772,110153,102433,401963,269515,486047,1111000,1269667,543066,1788497,702750,963413,3158822,4337266,1205363,533774,627464,642269
Vinylacetylglycine.3,258243,181610,221890,3214630,1736777,3034196,18945358,10760486,3760319,25591084,18721950,19240730,41054532,29705964,35187452,1313348,1397372,1529658
"Urea, N-(2-fluorophenyl)-N'-[5-[(4-nitrophenoxy)methyl]-1,3,4-thiadiazol-2-yl]-",300724,359637,323826,286736,343142,283929,277971,297887,310108,208750,214409,162674,119862,158126,110097,100233,104697,121562
24-Hydroxytetracosanoic acid.1,2004093,2287625,3014577,677184,2021577,2278901,3026780,2374498,2378786,2338598,2130488,1009966,1909285,1611294,945150,2689579,2838080,2616177
Glucodistylin.3,0,63559,34551,0,0,7594,0,0,0,0,0,0,0,0,0,120261,111027,141521
"3-hydroxy-4,9-dimethyl-10-oxo-10-[(2,3,4,5,6-pentahydroxyhexyl)oxy]deca-6,8-dienoic acid",2467886,1467636,1942292,1875632,2535858,2109728,2703406,3022784,2767336,1732060,2079769,1914801,804994,698588,1220631,1007864,1084074,1151194
"4-[2-(4-bromophenyl)hydrazin-1-ylidene]-1-phenyl-3-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-one.2",443445,402964,428330,429768,407773,438916,411733,443511,433844,458079,423983,469521,470944,423435,450064,396420,446032,406835
UNPD212192.5,754740,1239640,2005718,2980988,2161669,2470694,5830984,3386420,1399309,2927884,2736131,2763377,1221436,1333106,1457419,456355,506125,552568
Ferulic acid 4-sulfate,524291,131322,122579,26099,36345,70923,9586,93997,54211,9009,40225,85585,85185,99684,22101,173136,168693,179994
UNPD66732.1,76628,123143,113069,134063,202675,96457,151571,199225,89233,124193,148774,116405,51513,46523,62443,74848,85133,88172
UNPD121326,258532,249773,272022,201025,217985,244412,258915,237306,253408,256971,236991,244984,274522,255243,234772,251666,244732,256547
UNPD165197,433790,315930,352901,269125,373785,345482,290693,397045,373858,235129,270766,238493,212797,234785,173390,274051,325489,335677
Erythro-2-Hydroxy-4-Methoxy-3-(123-Trihydroxy-3-Methylbutyl)Benzenepropanoic Acid,0,0,0,188783,122893,252098,2488240,1020769,1285306,1960720,1340682,946483,11208027,11561327,3563366,901292,895974,974338
4-[(3-chlorophenyl)hydrazinylidene]-3-(4-nitrophenyl)-5-oxo-1-pyrazolecarbothioamide.2,228808,220571,215649,201283,230650,207451,229496,221419,190387,221082,217927,250783,210110,209181,200776,194629,213967,210593
(R)-Byakangelicin 2'-glucoside,4209,3663,0,4192,0,2957,22515,16163,3640,32056,13447,30010,88697,139471,51846,66790,67424,74322
Taraxacolide 1-O-b-D-glucopyranoside.4,3489730,2439744,3159850,2594132,3922804,3157767,4791804,5120620,4913884,3674933,4058436,4229735,4569992,4606294,4098120,2790656,2956438,3024183
Pantetheine.2,63420,23600,23802,10702,20154,16211,19475,33165,14430,21124,13710,18163,33588,30007,34158,105931,113615,121839
Sinapoylspermine,1000105,46497,52152,0,0,19468,0,0,0,0,0,0,0,0,0,186783,185741,190255
"Benzo[b]thiophene-2-carboxylic acid, 3-chloro-6-ethyl-.2",321319,315096,351299,339926,343949,312759,314727,341012,313361,364650,376479,369539,369502,327636,289696,291332,339787,323817
UNPD147398.2,342676,227750,264388,220237,312912,323947,291138,348218,329896,374866,403343,355923,711324,578338,451085,249736,241117,276505
"8-iodo-5-methoxy-6-methyl-2-phenyl-3,4-dihydro-2H-1-benzopyran-7-yl acetate.1",370510,361459,360601,353494,331730,360958,396375,401333,401894,391662,413790,401751,382478,357128,330122,333104,351803,413253
Glycerol tripropanoate.4,151584,104208,51025,56448,88716,81952,86700,79698,82034,60519,73530,86273,85650,66729,65487,122159,147230,142263
UNPD218782.2,305946,163733,204793,127490,194415,177147,142103,211342,203081,102761,146161,133761,145274,167006,98855,150562,166051,180324
Rhizopycnin C,420532,458392,392352,394262,394372,437904,438451,411667,439316,416249,405997,468130,482138,462061,390909,363245,427647,426632
UNPD152163,1801661,2107152,2132755,2289663,2300130,1972779,2366896,2282403,2372722,1937177,2338086,2446140,2047132,2148453,2235954,1808117,1968737,1754638
"1,2-bis(1,1,2,2,2-pentafluoroethoxy)benzene",414171,429934,418976,375265,373512,361061,394292,430094,373865,421110,414149,443548,427853,415760,361212,339371,398344,396444
Cinnamic acid.7,417365,400685,658434,393401,466327,497580,278701,482924,446452,342469,457699,521827,812796,1065461,508081,417319,473515,420622
cis-3-Hexenyl b-primeveroside.9,10639,7933,10469,11877,13257,11770,17666,20801,17368,23841,22687,22769,80560,71527,29217,32632,32259,32655
"N2,N2-Dimethylguanosine",297862,321794,298580,250550,261133,227114,306773,274137,258044,295278,239283,242114,482084,463817,304950,365596,389135,430228
"2,9-diphenoxy-1,3,8,10-tetraaza-2??,9??-diphosphatricyclo[8.4.0.0?,?]tetradecane-2,9-dione",163407,153129,175646,143426,156690,157808,142122,174862,158689,173729,156996,155251,165537,154749,118087,142001,164157,161339
Tragopogonsaponin D,793660,939526,656732,275080,1766267,1673635,33562,131023,760000,1286993,968334,745452,127886,739924,1009081,948279,765668,819624
2-iodophenyl 3-[4-(benzyloxy)phenyl]prop-2-enoate.2,591582,509964,541794,522654,509366,515790,650180,587437,557318,633809,621616,591298,606567,625863,545020,471443,542874,593733
