File path	File name	Title	MS1 count	MSMS count	PRECURSORMZ	PRECURSORTYPE	Formula rank 1	Theoretical mass	Mass error	Formula score	Databases	Formula rank 2	Theoretical mass	Mass error	Formula score	Databases	Formula rank 3	Theoretical mass	Mass error	Formula score	Databases	Formula rank 4	Theoretical mass	Mass error	Formula score	Databases	Formula rank 5	Theoretical mass	Mass error	Formula score	Databases	Formula rank 6	Theoretical mass	Mass error	Formula score	Databases	Formula rank 7	Theoretical mass	Mass error	Formula score	Databases	Formula rank 8	Theoretical mass	Mass error	Formula score	Databases	Formula rank 9	Theoretical mass	Mass error	Formula score	Databases	Formula rank 10	Theoretical mass	Mass error	Formula score	Databases	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_460.msp	challenge_460	challenge460	0	3	195.053157768	[M]-	C4H8FN4O4	195.052957956	0.0003488	2.874		C7H7N4O3	195.051815084	-0.0007941	2.663		C5H12N2O4P	195.053468494	0.0008593	2.624		C6H11N4Si2	195.052224412	-0.0003848	2.596		C4H16FO3S2	195.052489592	-0.0001196	2.526		C6H13ClFN2Si	195.052055846	-0.0005533	2.525		C4H12FN4SSi	195.053597134	0.0009879	2.281		C4H14ClF2N2S	195.053428568	0.0008194	2.048												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_461.msp	challenge_461	challenge461	0	6	226.05897142	[M]-	C6H14ClFN3OSi	226.057869498	-0.0005533	2.796		C4H9FN5O5	226.058771608	0.0003488	2.766		C5H14FN3O2PSi	226.057693068	-0.0007298	2.757		C6H12N5OSi2	226.058038064	-0.0003848	2.701		C4H13FN5OSSi	226.059410786	0.0009879	2.552		C7H12N5SSi	226.058267914	-0.0001549	2.541		C4H15ClF2N3OS	226.05924222	0.0008194	2.487		C10H7F3N3	226.059206884	0.000784	2.455		C7H8N5O4	226.057628736	-0.0007941	2.441		C8H18Cl2NSi	226.058556466	0.0001336	2.377		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_462.msp	challenge_462	challenge462	0	5	220.084792244	[M]-	C5H19FNO3SSi	220.083894218	-0.0003494	3.241		C6H19FNO2S2	220.084124068	-0.0001196	3.164		C6H11FN5O3	220.084592432	0.0003488	3.112		C4H13F3N5S	220.084376076	0.0001324	2.948		C5H15FN5Si2	220.08500176	0.0007581	2.907		C9H10N5O2	220.08344956	-0.0007941	2.901		C7H15N3O3P	220.08510297	0.0008593	2.862																	
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_463.msp	challenge_463	challenge463	0	2	168.042258736	[M]-	C3H7FN3O4	168.042058924	0.0003488	2.941		C6H6N3O3	168.040916052	-0.0007941	2.73		C4H11NO4P	168.042569462	0.0008593	2.691		C5H10N3Si2	168.04132538	-0.0003848	2.429		C5H12ClFNSi	168.041156814	-0.0005533	2.358		C3H11FN3SSi	168.042698102	0.0009879	2.114																						
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_464.msp	challenge_464	challenge464	0	12	385.346492028	[M+H]+	C27H44O	384.339216028	5E-07	4.378	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,STOFF,BMDB,LipidMAPS,Urine,Saliva,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C19H44N6Si	384.339671938	0.0004564	2.929																																										
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_465.msp	challenge_465	challenge465	0	4	343.123487524	[M+H]+	C12H22O11	342.116211524	5E-07	4.067	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,FooDB,NANPDB,STOFF,BMDB,Urine,Saliva,Feces,ECMDB,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C14H16F6N2O	342.116682452	0.0004714	3.486	COCONUT	C15H23N2O3PS	342.116700226	0.0004892	3.478	COCONUT	C16H23ClN2O2S	342.116876656	0.0006656	3.392	COCONUT	C8H27ClN4O4S2	342.116225024	1.4E-05	3.067		C12H25ClF2N2OSi2	342.1162006	-1.05E-05	3.067		C14H19FN4O3S	342.116189688	-2.14E-05	3.067		C8H18F4N4O6	342.116247176	3.61E-05	3.066		C12H23FN4OSi3	342.116369166	0.0001581	3.055		C7H27N4O5PS2	342.116048594	-0.0001625	3.054		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_466.msp	challenge_466	challenge466	0	6	308.091082264	[M+H]+	C10H17N3O6S	307.083806264	5E-07	4.884	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,STOFF,BMDB,Urine,Saliva,ECMDB,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C18H13NO4	307.084457896	0.0006521	4.43	HMDB,KNApSAcK,ChEBI,FooDB,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C13H14ClN5O2	307.083602368	-0.0002034	4.136	ChEBI	C12H14N5O3P	307.083425938	-0.0003799	3.614		C15H15F2NO2Si	307.08401169	0.0002059	3.611		C9H17N3O7Si	307.083576414	-0.0002294	3.606		C9H23ClFNO3SSi	307.084047026	0.0002412	3.603		C9H23FNO3PS2	307.084100446	0.0002946	3.59		C8H23FNO4PSSi	307.083870596	6.48E-05	3.577		C10H14F5NO4	307.084299028	0.0004932	3.569		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_467.msp	challenge_467	challenge467	0	3	348.070360418	[M+H]+	C10H14N5O7P	347.063084418	5E-07	4.343	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,FooDB,BMDB,Urine,Saliva,Feces,ECMDB,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C6H23FNO8PSSi	347.063529076	0.0004451	3.073		C7H26BrN5SSi2	347.063081992	-2E-06	3		C6H10F4N9O2P	347.06312007	3.61E-05	2.999		C6H20F2N5O2PSi3	347.06304754	-3.64E-05	2.999		C6H19Cl2N9SSi	347.063044498	-3.95E-05	2.999		C9H16ClF2N5O3S	347.063044492	-3.95E-05	2.999		C5H19F2N3O8SSi	347.063018538	-6.54E-05	2.998		C8H20FN3O5P2Si	347.06314875	6.48E-05	2.998		C9H26NO3PS2Si2	347.063025382	-5.86E-05	2.998		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_468.msp	challenge_468	challenge468	0	5	181.072001496	[M+H]+	C7H8N4O2	180.064725496	5E-07	4.843	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Urine,Saliva,Feces,CSF,Serum,PubChem,PlantCyc,UNPD,BLEXP,COCONUT,MINE	C4H10F2N4Si	180.06427929	-0.0004458	2.822		C6H16O2SSi	180.064027282	-0.0006978	2.784		C5H16O3Si2	180.063797432	-0.0009276	2.65		C7H16OS2	180.064257132	-0.0004679	2.646																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_469.msp	challenge_469	challenge469	0	7	205.118282992	[M+H]+	C8H16N2O4	204.111006992	5E-07	4.81	HMDB,ChEBI,DrugBank,T3DB,FooDB,LipidMAPS,Feces,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C7H20N2OSi2	204.11141632	0.0004098	3.69	STOFF	C6H18F2N2OS	204.110790636	-0.0002159	3.224		C8H20N2SSi	204.11164617	0.0006396	2.511		C10H21ClSi	204.110104882	-0.0009017	1.942																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_47.msp	challenge_47	challenge47	0	42	419.097272776	[M+H]+	C20H18O10	418.089996776	5E-07	3.691	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C24H19ClN2OS	418.090661908	0.0006656	3.138	BLEXP	C20H23BrN2O3	418.089204696	-0.0007916	3.137	COCONUT	C10H22ClF3N4O6S	418.090067764	7.14E-05	2.992		C9H22F3N4O7PS	418.089891334	-0.000105	2.99		C9H20F2N6O7Si2	418.09000648	1.02E-05	2.984		C16H23ClN4O3S2	418.090010276	1.4E-05	2.984		C16H14F4N4O5	418.090032428	3.61E-05	2.983		C8H22F4N6O3S2Si	418.090019974	2.37E-05	2.978		C11H20FN4O10P	418.09010769	0.0001114	2.978		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_470.msp	challenge_470	challenge470	0	6	352.224974124	[M]-	C13H33F3N3O2S	352.224557956	0.0001324	3.035		C15H31FN3O5	352.224774312	0.0003488	2.985		C11H30N9O2S	352.2243172	-0.0001083	2.872		C14H37F2NO2PS	352.225068494	0.0006429	2.857		C9H24F2N13	352.224569208	0.0001437	2.823		C10H30N9O3Si	352.22408735	-0.0003382	2.822		C16H36FNO2PSi	352.223695772	-0.0007298	2.81		C17H36ClFNOSi	352.223872202	-0.0005533	2.796		C14H35FN3O2Si2	352.22518364	0.0007581	2.794		C11H27F5N7	352.224809964	0.0003844	2.762		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_471.msp	challenge_471	challenge471	0	4	224.091733896	[M+H]+	C11H13NO4	223.084457896	5E-07	4.938	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,STOFF,BMDB,Urine,Feces,Serum,UNPD,BLEXP,NPA,COCONUT,MINE	C8H15F2NO2Si	223.08401169	-0.0004458	3.738		C4H13N7O2S	223.085143656	0.0006862	3.623		C6H14ClN5O2	223.083602368	-0.0008551	3.527		C6H16F3NO2S	223.085384412	0.000927	3.484		C9H15F2NOS	223.08424154	-0.0002159	2.977		C10H17NOSi2	223.084867224	0.0004098	2.919		C11H17NSSi	223.085097074	0.0006396	2.815												
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_472.msp	challenge_472	challenge472	0	11	231.112803688	[M+H]+	C13H14N2O2	230.105527688	5E-07	4.323	HMDB,ChEBI,FooDB,STOFF,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C4H16FN6O2P	230.105638602	0.0001114	3.353		C5H18N4O4S	230.104876056	-0.0006512	3.168		C5H16ClFN6O	230.105815032	0.0002878	3.064		C5H14N8OSi	230.105983598	0.0004564	3.006		C7H17F3N2OSi	230.106224354	0.0006971	2.815		C10H16F2N2Si	230.105081482	-0.0004458	2.684		C6H14N8S	230.106213448	0.0006862	2.644		C8H17F3N2S	230.106454204	0.000927	2.63		C8H15ClN6	230.10467216	-0.0008551	2.373		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_473.msp	challenge_473	challenge473	0	17	275.134995676	[M+H]+	C10H18N4O5	274.127719676	5E-07	4.256	HMDB,ChEBI,DrugBank,FooDB,ECMDB,PubChem,UNPD,COCONUT,MINE	C8H20F2N4O2S	274.12750332	-0.0002159	3.253		C8H24FN2O3PSi	274.127784008	6.48E-05	3.202		C9H22N4O2Si2	274.128129004	0.0004098	3.195		C9H24FN2O2PS	274.128013858	0.0002946	3.175		C7H20F2N4O3Si	274.12727347	-0.0004458	3.168		C10H24ClFN2OS	274.128190288	0.0004711	2.916		C10H22N4OSSi	274.128358854	0.0006396	2.908		C6H14F4N8	274.127755328	3.61E-05	2.902		C5H19ClN8O3	274.126864148	-0.0008551	2.832		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_474.msp	challenge_474	challenge474	0	14	251.03073094	[M+H]+	C11H10N2OS2	250.02345494	5E-07	3.772	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,COCONUT	C10H10N2O2SSi	250.02322509	-0.0002294	3.187		C5H9F3N2O4S	250.023512428	5.79E-05	3.127		C4H13F3N2OSSi2	250.023921756	0.0004673	3.013		C4H9F3N2O5Si	250.023282578	-0.0001719	2.989		C9H10N2O3Si2	250.02299524	-0.0004592	2.917		C7H11FN2O3SSi	250.024367962	0.0009135	2.872		C6H11FN2O4Si2	250.024138112	0.0006836	2.809		C3H12ClFN6S2	250.023742284	0.0002878	2.793		C3H12ClN4O5P	250.023383794	-7.07E-05	2.774		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_475.msp	challenge_475	challenge475	0	7	253.009995496	[M+H]+	C10H8N2O2S2	252.002719496	5E-07	4.021	KNApSAcK,ChEBI,STOFF,UNPD,BLEXP,COCONUT,MINE	C7H4ClF3N4O	252.002573088	-0.000146	3.423	COCONUT	C9H8N2O3SSi	252.002489646	-0.0002294	3.128		C4H7F3N2O5S	252.002776984	5.79E-05	3.075		C6H5FN2O8	252.00299334	0.0002743	2.95		C6H10F2N2OSSi2	252.00204344	-0.0006756	2.95		C3H10Cl2N4O5	252.00282478	0.0001057	2.904		C3H7F3N2O6Si	252.002547134	-0.0001719	2.895		C8H8N2O4Si2	252.002259796	-0.0004592	2.887		C4H11F3N2OS2Si	252.003416162	0.0006971	2.861		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_476.msp	challenge_476	challenge476	0	8	366.191113584	[M+H]+	C19H27NO6	365.183837584	5E-07	4.182	KNApSAcK,ChEBI,NANPDB,UNPD,BLEXP,NPA,COCONUT,MINE	C11H35N3O4S2Si	365.18382513	-1.2E-05	3.292		C10H29FN5O6P	365.183948498	0.0001114	3.286		C7H28ClN11O2S	365.183667816	-0.0001693	3.278		C12H35N3O3S3	365.18405498	0.0002178	3.269		C17H29F2NO3S	365.183621228	-0.0002159	3.269		C9H29F2N7O2SSi	365.184077138	0.00024	3.264		C15H23F4N5O	365.183873236	3.61E-05	3.249		C15H33F2NOSi3	365.183800706	-3.64E-05	3.249		C13H20FN11O	365.18363248	-0.0002047	3.229		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_477.msp	challenge_477	challenge477	0	15	335.092497612	[M-H]-	C20H16O5	336.099773612	-5E-07	4.024	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,UNPD,BLEXP,NPA,COCONUT,MINE	C12H20N2O7S	336.09912198	-0.0006521	3.675	COCONUT,MINE	C15H17ClN4O3	336.098918084	-0.000856	3.336	COCONUT	C12H24N2O3S2Si	336.099761158	-1.29E-05	3.186		C11H18FN4O5P	336.099884526	0.0001105	3.18		C9H18F2N6O2Si2	336.099783316	9.3E-06	3.171		C8H23Cl2N6O2P	336.099715966	-5.81E-05	3.169		C9H20F3N4O2PS	336.09966817	-0.0001059	3.165		C9H20ClF3N4O2Si	336.09961475	-0.0001593	3.158		C11H24N2O4SSi2	336.099531308	-0.0002428	3.157		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_478.msp	challenge_478	challenge478	0	34	314.138684088	[M+H]+	C18H19NO4	313.131408088	5E-07	4.116	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,STOFF,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C9H21FN5O4P	313.131519002	0.0001114	3.144		C10H27N3O2S2Si	313.131395634	-1.2E-05	3.137		C9H27N3O3SSi2	313.131165784	-0.0002419	3.129		C10H21ClFN5O3	313.131695432	0.0002878	3.109		C10H29ClFNO2S2	313.131227068	-0.0001806	3.104		C9H29FNO3PS2	313.131050638	-0.000357	3.083		C8H17F2N7O4	313.131008464	-0.0003992	3.064		C10H19N7O3Si	313.131863998	0.0004564	3.051		C7H21F2N7OSi2	313.131417792	1.02E-05	3.047		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_479.msp	challenge_479	challenge479	0	13	285.075749484	[M+H]+	C16H12O5	284.068473484	5E-07	4.562	HMDB,KNApSAcK,ChEBI,DrugBank,YMDB,T3DB,FooDB,NANPDB,STOFF,BMDB,LipidMAPS,Urine,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C11H13ClN4O3	284.067617956	-0.0008551	3.627	COCONUT	C8H16N2O7S	284.067821852	-0.0006512	3.395	MINE	C8H20N2O3S2Si	284.06846103	-1.2E-05	3.386		C7H14FN4O5P	284.068584398	0.0001114	3.358		C8H22ClFO3S2	284.068292464	-0.0001806	3.348		C8H14ClFN4O4	284.068760828	0.0002878	3.345		C9H20N2O2S3	284.06869088	0.0002178	3.341		C7H20N2O4SSi2	284.06823118	-0.0002419	3.335		C14H14F2O2S	284.068257128	-0.0002159	3.318		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_48.msp	challenge_48	challenge48	0	14	381.00704572	[M+Na]+	C13H15IN2O2	358.01782572	7E-07	3.121	ChEBI,DrugBank,BLEXP	C14H14O7S2	358.018094788	0.0002698	2.938	STOFF	C8H15Cl3F2N4O3	358.01777982	-4.52E-05	2.632		C9H12ClF5N2O3S	358.017732024	-9.3E-05	2.629		C10H10F3N2O7P	358.01777195	-5.31E-05	2.615		C9H10F4N4O3SSi	358.01790059	7.56E-05	2.613		C6H16F5N2O2PSi3	358.017735072	-8.99E-05	2.612		C7H16ClF5N2OSi3	358.017911502	8.65E-05	2.612		C7H15Cl2F2N4O4P	358.01760339	-0.0002216	2.609		C4H12F2N6O7S2	358.017695164	-0.0001299	2.608		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_480.msp	challenge_480	challenge480	0	6	266.09827582	[M+H]+	C8H15N3O7	265.09099982	5E-07	3.671	HMDB,ChEBI,DrugBank,T3DB,Urine,Serum,UNPD,BLEXP,COCONUT,MINE	C17H12FNO	265.090292224	-0.0007071	3.094	ChEBI,COCONUT	C9H13F6NO	265.090133356	-0.000866	2.978	COCONUT	C6H17F2N3O4S	265.090783464	-0.0002159	2.91		C7H21FNO4PS	265.091294002	0.0002946	2.891		C7H19N3O4Si2	265.091409148	0.0004098	2.852		C14H13F2NO2	265.091435096	0.0004357	2.842		C8H21ClFNO3S	265.091470432	0.0004711	2.828		C4H11F4N7O2	265.091035472	3.61E-05	2.766		C8H19N3O3SSi	265.091638998	0.0006396	2.748		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_481.msp	challenge_481	challenge481	0	3	478.323524716	[M+H]+	C21H43N5O7	477.316248716	5E-07	4.153	HMDB,ChEBI,DrugBank,SMPDB,STOFF,Urine,Serum,PubChem,UNPD,BLEXP,COCONUT,MINE	C17H48ClN9S2	477.316262216	1.4E-05	3.167		C24H43F4N3Si	477.316237786	-1.05E-05	3.167		C17H39F4N9O2	477.316284368	3.61E-05	3.166		C20H55NO3S2Si2	477.31618968	-5.86E-05	3.165		C24H45ClF5N	477.31606922	-0.000179	3.151		C18H49F2N5OSSi2	477.316441688	0.0001934	3.148		C15H36FN15O2	477.316043612	-0.0002047	3.146		C16H48ClN9OSSi	477.316032366	-0.0002159	3.144		C19H45F2N5O4S	477.31603236	-0.0002159	3.144		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_482.msp	challenge_482	challenge482	0	7	481.170437716	[M+H]+	C23H28O11	480.163161716	5E-07	4.271	HMDB,KNApSAcK,ChEBI,FooDB,UNPD,BLEXP,NPA,COCONUT,MINE	C25H22F6N2O	480.163632644	0.0004714	3.49	BLEXP	C23H33IN2O	480.163761676	0.0006004	3.43	ChEBI	C9H33ClN10O5Si3	480.163171426	1.02E-05	3.429		C12H30F2N6O8Si2	480.16317142	1.02E-05	3.429		C14H38F2N2O5S4	480.163162756	1.5E-06	3.429		C15H36N2O9S2Si	480.163149262	-1.2E-05	3.429		C8H32N8O11S2	480.163195844	3.46E-05	3.428		C19H24F4N4O6	480.163197368	3.61E-05	3.428		C9H33N10O5PSSi2	480.163224846	6.36E-05	3.427		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_483.msp	challenge_483	challenge483	0	27	351.21660006	[M+H]+	C20H30O5	350.20932406	5E-07	4.194	HMDB,KNApSAcK,ChEBI,DrugBank,FooDB,NANPDB,BMDB,LipidMAPS,Serum,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C12H38N2O3S2Si	350.209311606	-1.2E-05	3.221		C13H38N2O2S3	350.209541456	0.0002178	3.174		C12H30N6O4Si	350.20977997	0.0004564	3.122		C18H32F2O2S	350.209107704	-0.0002159	3.085		C10H32F2N6OSSi	350.209563614	0.00024	3.066		C17H32F2O3Si	350.208877854	-0.0004458	3.041		C8H31ClN10OS	350.209154292	-0.0001693	3.029		C13H30N6O3S	350.21000982	0.0006862	3.011		C16H26F4N4	350.209359712	3.61E-05	3		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_484.msp	challenge_484	challenge484	0	22	369.134362424	[M-H]-	C21H22O6	370.141638424	-5E-07	4.058	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,LipidMAPS,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C16H23ClN4O4	370.140782896	-0.000856	3.628	COCONUT,MINE	C13H30N2O4S2Si	370.14162597	-1.29E-05	3.194		C10H26F3N4O3PS	370.141532982	-0.0001059	3.188		C10H24F2N6O3Si2	370.141648128	9.3E-06	3.187		C10H34N2O3Si5	370.141575598	-6.33E-05	3.185		C12H24FN4O6P	370.141749338	0.0001105	3.181		C11H26ClF3N4O2S	370.141709412	7.05E-05	3.177		C10H30F2N2O4P2Si	370.14181367	0.0001748	3.172		C14H30N2O3S3	370.14185582	0.0002169	3.171		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_485.msp	challenge_485	challenge485	0	6	372.136097244	[M+H]+	C19H18FN3O4	371.128134276	-0.0006865	4.085	ChEBI,DrugBank,COCONUT,MINE	C21H22ClNO3	371.128821244	5E-07	4.024	BLEXP	C9H33NO6S2Si2	371.128782836	-3.8E-05	3.561		C10H33NO5S3Si	371.129012686	0.0001919	3.544		C9H27FN3O7PS	371.129136054	0.0003153	3.514		C10H21N5O10	371.128841872	2.11E-05	3.5		C13H21F4N3O3Si	371.128830942	1.02E-05	3.5		C11H24FN5O4P2	371.128755728	-6.51E-05	3.498		C12H24ClFN5O3P	371.128932158	0.0001114	3.494		C13H23ClF5NO3	371.128662376	-0.0001584	3.488		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_486.msp	challenge_486	challenge486	0	30	473.362536016	[M+H]+	C30H48O4	472.355260016	5E-07	4.147	HMDB,KNApSAcK,ChEBI,FooDB,NANPDB,BMDB,LipidMAPS,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C22H56N2O2S2Si	472.355247562	-1.2E-05	3.143		C21H50FN4O4P	472.35537093	0.0001114	3.142		C20H46F2N6O4	472.354860392	-0.0003992	3.071		C22H48N6O3Si	472.355715926	0.0004564	3.049		C15H44N12O5	472.355762508	0.0005029	3.02		C27H50F2O2Si	472.35481381	-0.0004458	3.019		C16H49N10O2PSi	472.354683968	-0.0005756	2.982		C22H54N2O4P2	472.355881468	0.0006219	2.972		C23H56N2OS3	472.355477412	0.0002178	2.962		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_487.msp	challenge_487	challenge487	0	10	302.07794055609	[M+H]+	C14H11N3O5	301.069870452	-0.0007937	3.574	ChEBI,COCONUT,MINE	C12H16NO6P	301.071523862	0.0008598	3.412	COCONUT,MINE	C15H15N3S2	301.07073948	7.54E-05	3.112	ChEBI	C7H11N9O3S	301.070556212	-0.0001079	3.097		C9H14F3N3O3S	301.070796968	0.0001329	3.094		C7H17ClN5O4P	301.070668334	4.2E-06	3.073		C8H14F3N3O4Si	301.070567118	-9.7E-05	3.068		C6H17N5O5P2	301.070491904	-0.0001722	3.058		C8H17Cl2N5O3	301.070844764	0.0001807	3.057		C8H25Cl2NO2S2	301.0703764	-0.0002877	3.032		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_488.msp	challenge_488	challenge488	0	3	207.137955816	[M+H]+	C13H18O2	206.130679816	5E-07	5.152	HMDB,KNApSAcK,ChEBI,DrugBank,SMPDB,YMDB,T3DB,FooDB,STOFF,LipidMAPS,Urine,CSF,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C10H20F2Si	206.13023361	-0.0004458	3.072		C5H18N6OSi	206.131135726	0.0004564	3.068		C6H18N6S	206.131365576	0.0006862	2.957		C8H19ClN4	206.129824288	-0.0008551	2.527																											
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_489.msp	challenge_489	challenge489	0	19	382.083158348	[M+H]+	C17H14F3N3O2S	381.075882348	5E-07	3.836	HMDB,ChEBI,DrugBank,SMPDB,T3DB,FooDB,STOFF,BMDB,Serum,PubChem,BLEXP,COCONUT	C16H17Cl2N5O2	381.075930144	4.82E-05	3.421	ChEBI,DrugBank,BLEXP	C21H16ClNO4	381.076785672	0.0009038	3.091	COCONUT	C20H16NO5P	381.076609242	0.0007273	3.07	COCONUT	C10H20FN5O4SSi2	381.0758564	-2.55E-05	3.05		C8H26F2N3O2PSSi3	381.075920732	3.88E-05	3.049		C11H22ClF2N3O3S2	381.075917684	3.58E-05	3.049		C8H16F4N7O2PS	381.075993262	0.0001114	3.044		C10H22F2N3O4PS2	381.075741254	-0.0001406	3.04		C8H26ClF2N3O2Si4	381.075867312	-1.46E-05	3.039		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_49.msp	challenge_49	challenge49	0	40	600.468128184	[M+NH4]+	C30H62O10	582.434298184	-4.4E-06	3.595	ChEBI,BLEXP,COCONUT	C25H67N4O4PS2	582.434135254	-0.0001674	3.143		C32H59FN4O2S	582.434276348	-2.63E-05	3.14		C23H61F2N8O2PS	582.434387262	8.46E-05	3.136		C24H55FN10O5	582.43409308	-0.0002096	3.135		C31H59FN4O3Si	582.434046498	-0.0002561	3.125		C32H63N2O3PSi	582.434557036	0.0002544	3.125		C23H59FN10O2Si2	582.434502408	0.0001998	3.12		C25H59N8O5P	582.434603618	0.000301	3.113		C31H61ClF2N2O3	582.433877932	-0.0004247	3.071		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_490.msp	challenge_490	challenge490	0	8	394.176132216	[M+H]+	C22H23N3O4	393.168856216	5E-07	4.477	HMDB,ChEBI,DrugBank,SMPDB,FooDB,STOFF,Urine,Serum,PubChem,UNPD,BLEXP,NPA,COCONUT,MINE	C11H36FNO6S3	393.168879092	2.33E-05	3.444		C7H27N11O4S2	393.168890344	3.46E-05	3.443		C13H37NO4P2SSi	393.168779454	-7.63E-05	3.441		C14H37ClNO3PSSi	393.168955884	0.0001001	3.439		C13H25FN7O4P	393.16896713	0.0001114	3.438		C14H24F5N3O4	393.168697348	-0.0001584	3.432		C13H31N5O3SSi2	393.168613912	-0.0002419	3.415		C10H28FN5O8Si	393.169117606	0.0002618	3.41		C9H30F3N5O4S2	393.1691311	0.0002753	3.407		
D:\DeepMASS2_Data_Processing\Example\CASMI\msfinder\challenge_491.msp	challenge_491	challenge491	0	5	209.04554742	[M-H]-	C10H10O5	210.05282342	-5E-07	4.472	HMDB,KNApSAcK,ChEBI,FooDB,BMDB,Urine,PubChem,PlantCyc,UNPD,BLEXP,NPA,COCONUT,MINE	C8H12F2O2S	210.052607064	-0.0002168	3.285		C9H14O2Si2	210.053232748	0.0004089	3.228		C7H12F2O3Si	210.052377214	-0.0004467	3.213		C3H10N6O3S	210.05350918	0.0006853	3.099		C5H11ClN4O3	210.051967892	-0.000856	3.001		C5H13F3O3S	210.053749936	0.0009261	2.882		C4H15ClN4Si2	210.05237722	-0.0004467	2.782		C6H6F4N4	210.052859072	3.52E-05	2.676		C10H14OSSi	210.053462598	0.0006387	2.569		
